sample_id	transcript_1	transcript_2	shared_reads	total_reads_tx1	total_reads_tx2	sharing_fraction	recommendation
SAMEA117622252	ENST00000541970.6	ENST00000466653.1	62	1246	77	0.805194805194805	ambiguous_quantification
SAMEA117622252	ENST00000394765.7	transcript169.chr6.nnic	4	5	11	0.8	ambiguous_quantification
SAMEA117622252	ENST00000394765.7	transcript95.chr17.nic	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	transcript169.chr6.nnic	transcript95.chr17.nic	4	11	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000321521.13	transcript266.chr22.nnic	8	13	10	0.8	ambiguous_quantification
SAMEA117622252	ENST00000233627.14	transcript622.chr3.nnic	4	5	34	0.8	ambiguous_quantification
SAMEA117622252	ENST00000375094.4	ENST00000367630.9	8	101	10	0.8	ambiguous_quantification
SAMEA117622252	ENST00000367367.8	ENST00000367630.9	8	42	10	0.8	ambiguous_quantification
SAMEA117622252	ENST00000315927.9	ENST00000263918.9	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000372663.9	ENST00000269967.4	4	14	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000369025.6	ENST00000370025.9	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000588161.5	transcript1177.chr3.nnic	4	8	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000373055.6	ENST00000533418.5	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000548925.6	ENST00000310450.8	4	65	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000548925.6	ENST00000314797.10	4	65	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000310450.8	ENST00000313957.8	4	5	8	0.8	ambiguous_quantification
SAMEA117622252	ENST00000310450.8	ENST00000314797.10	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000313957.8	ENST00000314797.10	4	8	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000259089.9	ENST00000330843.9	8	10	197	0.8	ambiguous_quantification
SAMEA117622252	ENST00000259089.9	ENST00000737251.1	8	10	27	0.8	ambiguous_quantification
SAMEA117622252	ENST00000397298.8	ENST00000750817.1	8	33	10	0.8	ambiguous_quantification
SAMEA117622252	ENST00000643777.4	ENST00000322244.10	16	673	20	0.8	ambiguous_quantification
SAMEA117622252	ENST00000216218.8	ENST00000216259.8	4	6	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000307886.8	ENST00000550164.6	12	15	28	0.8	ambiguous_quantification
SAMEA117622252	transcript376.chr9.nic	transcript503.chr17.nnic	4	5	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000336811.10	transcript884.chr7.nnic	4	23	5	0.8	ambiguous_quantification
SAMEA117622252	ENST00000266544.10	ENST00000278618.9	19	35	24	0.791666666666667	ambiguous_quantification
SAMEA117622252	ENST00000282999.7	transcript57.chr2.nnic	11	415	14	0.785714285714286	ambiguous_quantification
SAMEA117622252	ENST00000301458.10	ENST00000301729.9	379	483	29996	0.784679089026915	ambiguous_quantification
SAMEA117622252	transcript646.chr7.nnic	ENST00000645668.2	7	9	13	0.777777777777778	ambiguous_quantification
SAMEA117622252	ENST00000392133.7	ENST00000504762.1	17	68	22	0.772727272727273	ambiguous_quantification
SAMEA117622252	ENST00000585124.6	transcript2108.chr6.nnic	17	22	29	0.772727272727273	ambiguous_quantification
SAMEA117622252	ENST00000284320.6	transcript601.chr14.nnic	183	30221	240	0.7625	ambiguous_quantification
SAMEA117622252	ENST00000284818.7	transcript601.chr14.nnic	183	6834	240	0.7625	ambiguous_quantification
SAMEA117622252	transcript601.chr14.nnic	transcript850.chr7.nnic	183	240	4967	0.7625	ambiguous_quantification
SAMEA117622252	ENST00000301729.9	ENST00000392088.6	2335	29996	3071	0.760338651904917	ambiguous_quantification
SAMEA117622252	ENST00000348007.7	ENST00000361804.5	19	25	538	0.76	ambiguous_quantification
SAMEA117622252	ENST00000221233.9	transcript530.chr16.nnic	3	11	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000374500.10	ENST00000348564.12	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000559596.6	ENST00000371728.8	3	147	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000305321.4_1	ENST00000371728.8	3	11	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000262177.9	ENST00000262613.10	3	4	19	0.75	ambiguous_quantification
SAMEA117622252	ENST00000380839.9	ENST00000380860.8	42	253	56	0.75	ambiguous_quantification
SAMEA117622252	ENST00000260324.12	transcript1184.chr17.nnic	12	67	16	0.75	ambiguous_quantification
SAMEA117622252	ENST00000393190.4	ENST00000336079.8	3	14	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000592727.3	ENST00000370963.9	3	4	33	0.75	ambiguous_quantification
SAMEA117622252	ENST00000444393.7	transcript276.chr9.nic	3	135	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000444393.7	ENST00000342745.5	3	135	4	0.75	ambiguous_quantification
SAMEA117622252	transcript276.chr9.nic	ENST00000342745.5	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000588282.5	ENST00000621469.5	3	4	6	0.75	ambiguous_quantification
SAMEA117622252	transcript485.chr15.nnic	ENST00000448299.7	3	4	9	0.75	ambiguous_quantification
SAMEA117622252	ENST00000300692.9	ENST00000221922.11	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000373212.6	ENST00000692080.3	9	78	12	0.75	ambiguous_quantification
SAMEA117622252	ENST00000368738.4	transcript1125.chr11.nnic	3	18	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000591462.6	ENST00000623091.3	3	239	4	0.75	ambiguous_quantification
SAMEA117622252	transcript1755.chr1.nic	transcript939.chr5.nnic	6	13	8	0.75	ambiguous_quantification
SAMEA117622252	ENST00000372805.8	ENST00000281513.10	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000301159.14	ENST00000362074.8	6	8	580	0.75	ambiguous_quantification
SAMEA117622252	ENST00000477244.5	ENST00000311417.7	6	129	8	0.75	ambiguous_quantification
SAMEA117622252	ENST00000319285.5	ENST00000278060.10	3	9	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000319285.5	ENST00000280614.4	3	9	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000278060.10	ENST00000280614.4	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000392222.7	ENST00000323646.9	3	10	4	0.75	ambiguous_quantification
SAMEA117622252	transcript813.chr10.nnic	ENST00000343043.7	3	4	7	0.75	ambiguous_quantification
SAMEA117622252	ENST00000253788.12	ENST00000374257.6	3	19	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000687553.3	ENST00000376624.8	6	18	8	0.75	ambiguous_quantification
SAMEA117622252	transcript218.chr14.nic	ENST00000309134.9	3	4	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000310256.7	transcript517.chr5.nic	3	15	4	0.75	ambiguous_quantification
SAMEA117622252	ENST00000611668.4	ENST00000504762.1	16	40	22	0.727272727272727	ambiguous_quantification
SAMEA117622252	ENST00000310564.10	ENST00000355968.10	8	11	115	0.727272727272727	ambiguous_quantification
SAMEA117622252	transcript1270.chr12.nic	ENST00000358308.7	5	537	7	0.714285714285714	ambiguous_quantification
SAMEA117622252	ENST00000233893.10	ENST00000371568.8	5	7	7	0.714285714285714	ambiguous_quantification
SAMEA117622252	transcript182.chr6.nnic	ENST00000359634.10	5	7	35	0.714285714285714	ambiguous_quantification
SAMEA117622252	ENST00000711160.1	ENST00000674435.1	5	32	7	0.714285714285714	ambiguous_quantification
SAMEA117622252	ENST00000602389.1	ENST00000372158.6	5	10	7	0.714285714285714	ambiguous_quantification
SAMEA117622252	ENST00000317271.3	ENST00000005995.8	5	19	7	0.714285714285714	ambiguous_quantification
SAMEA117622252	ENST00000301458.10	ENST00000392088.6	342	483	3071	0.708074534161491	ambiguous_quantification
SAMEA117622252	ENST00000260324.12	ENST00000393812.4	12	67	17	0.705882352941177	ambiguous_quantification
SAMEA117622252	ENST00000551018.5	ENST00000360729.8	7	18	10	0.7	ambiguous_quantification
SAMEA117622252	ENST00000301458.10	ENST00000356232.10	336	483	579	0.695652173913043	ambiguous_quantification
SAMEA117622252	ENST00000301729.9	ENST00000393119.7	3496	29996	5093	0.686432358138622	ambiguous_quantification
SAMEA117622252	ENST00000490466.2	ENST00000372457.9	96	141	2021	0.680851063829787	ambiguous_quantification
SAMEA117622252	ENST00000370994.8	ENST00000372457.9	96	141	2021	0.680851063829787	ambiguous_quantification
SAMEA117622252	ENST00000361441.5	transcript191.chr15.nic	2	43	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000361441.5	ENST00000372476.8	2	43	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript191.chr15.nic	ENST00000372476.8	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript191.chr15.nic	ENST00000372748.8	2	3	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000372476.8	ENST00000372748.8	2	3	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000484427.5	ENST00000565096.6	2	53	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000311507.9	ENST00000340573.8	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000370476.10	ENST00000254029.8	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000242592.9	ENST00000710866.1	2	6	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000710866.1	transcript2655.chr6.nnic	2	3	5	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000351111.7	transcript886.chr10.nnic	2	3	13	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000287437.8	ENST00000296273.7	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000260324.12	ENST00000596731.7	12	67	18	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000378616.5	transcript722.chr12.nic	2	26	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000697816.1	ENST00000249647.8	2	20	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000332298.9	ENST00000389169.9	2	9	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000302503.8	transcript592.chr16.nic	2	13	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000379056.5	transcript1048.chr7.nnic	2	4	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000361234.10	transcript920.chr17.nnic	2	27	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000220592.10	transcript270.chr13.nic	2	5	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000593495.4	ENST00000219302.8	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript2129.chr1.nnic	ENST00000520817.6	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000258091.10	ENST00000701662.1	4	33	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000715724.1	ENST00000297785.8	2	8	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000447388.8	transcript58.chr9.nic	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000409276.5	transcript2628.chr6.nic	2	3	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000308982.12	ENST00000417721.6	2	5	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000407422.8	ENST00000416202.6	2	19	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000325748.9	ENST00000339728.6	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript223.chr14.nic	ENST00000449758.6	4	6	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000202773.14	ENST00000216181.11	2	4	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000216181.11	ENST00000423313.6	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000273861.5	ENST00000358239.8	14	21	73	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000454402.7	transcript767.chr8.nnic	6	9	10	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000366560.4	transcript109.chr10.nnic	4	13	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000642475.1	ENST00000651302.1	4	6	9	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000218516.4	ENST00000296577.9	2	3	8	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000218516.4	ENST00000455784.7	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000353214.6	ENST00000437150.7	2	7	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000333256.11	ENST00000569417.6	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000373548.8	ENST00000317235.11	2	60	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000401419.7	ENST00000442823.4	4	35	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000442526.3	ENST00000442823.4	4	8	6	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000306704.10	ENST00000450333.6	2	3	4	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000376918.7	ENST00000376936.9	2	4	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000690968.2	ENST00000343666.6	2	3	25	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000556840.5	ENST00000474879.7	2	4	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript42.chr15.nic	ENST00000715703.1	2	3	5	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000663595.2	ENST00000634734.3	2	9	3	0.666666666666667	ambiguous_quantification
SAMEA117622252	ENST00000308436.11	ENST00000687553.3	12	18	18	0.666666666666667	ambiguous_quantification
SAMEA117622252	transcript257.chr9.nnic	transcript871.chr7.nnic	24	630	37	0.648648648648649	ambiguous_quantification
SAMEA117622252	ENST00000481541.1	ENST00000366932.4	84	130	679	0.646153846153846	ambiguous_quantification
SAMEA117622252	ENST00000599705.1	ENST00000288466.11	18	1015	28	0.642857142857143	ambiguous_quantification
SAMEA117622252	ENST00000393885.9	ENST00000310564.10	7	17	11	0.636363636363636	ambiguous_quantification
SAMEA117622252	ENST00000481541.1	ENST00000504348.5	82	130	142	0.630769230769231	ambiguous_quantification
SAMEA117622252	ENST00000219150.10	ENST00000297534.7	29	915	46	0.630434782608696	ambiguous_quantification
SAMEA117622252	ENST00000301729.9	ENST00000356232.10	364	29996	579	0.6286701208981	ambiguous_quantification
SAMEA117622252	ENST00000677123.1	ENST00000454308.6	5	100	8	0.625	ambiguous_quantification
SAMEA117622252	ENST00000454308.6	ENST00000455239.1	5	8	21	0.625	ambiguous_quantification
SAMEA117622252	ENST00000356232.10	ENST00000392088.6	356	579	3071	0.614853195164076	ambiguous_quantification
SAMEA117622252	ENST00000356232.10	ENST00000393119.7	351	579	5093	0.606217616580311	ambiguous_quantification
SAMEA117622252	transcript952.chr2.nnic	ENST00000393119.7	402	665	5093	0.604511278195489	ambiguous_quantification
SAMEA117622252	ENST00000258383.4	ENST00000533379.1	3	6	5	0.6	ambiguous_quantification
SAMEA117622252	transcript833.chr19.nnic	ENST00000278407.9	3	5	32	0.6	ambiguous_quantification
SAMEA117622252	transcript833.chr19.nnic	ENST00000278927.10	3	5	11	0.6	ambiguous_quantification
SAMEA117622252	ENST00000263461.11	transcript634.chr7.nic	3	6	5	0.6	ambiguous_quantification
SAMEA117622252	ENST00000263461.11	ENST00000463139.5	3	6	5	0.6	ambiguous_quantification
SAMEA117622252	transcript634.chr7.nic	transcript867.chr10.nnic	3	5	13	0.6	ambiguous_quantification
SAMEA117622252	transcript634.chr7.nic	ENST00000463139.5	3	5	5	0.6	ambiguous_quantification
SAMEA117622252	transcript867.chr10.nnic	ENST00000463139.5	3	13	5	0.6	ambiguous_quantification
SAMEA117622252	ENST00000236957.9	ENST00000403532.7	6	903	10	0.6	ambiguous_quantification
SAMEA117622252	ENST00000403532.7	ENST00000649386.2	6	10	77	0.6	ambiguous_quantification
SAMEA117622252	ENST00000530167.2	transcript464.chr20.nnic	3	5	6	0.6	ambiguous_quantification
SAMEA117622252	ENST00000338369.6	transcript636.chr15.nnic	3	39	5	0.6	ambiguous_quantification
SAMEA117622252	transcript636.chr15.nnic	ENST00000822326.1	3	5	6	0.6	ambiguous_quantification
SAMEA117622252	ENST00000242592.9	transcript2655.chr6.nnic	3	6	5	0.6	ambiguous_quantification
SAMEA117622252	transcript344.chr17.nic	ENST00000254605.11	3	13	5	0.6	ambiguous_quantification
SAMEA117622252	transcript641.chr1.nic	transcript1113.chr1.nnic	3	6	5	0.6	ambiguous_quantification
SAMEA117622252	transcript1113.chr1.nnic	ENST00000269373.11	3	5	8	0.6	ambiguous_quantification
SAMEA117622252	transcript2618.chr6.nnic	ENST00000449759.2	3	5	5	0.6	ambiguous_quantification
SAMEA117622252	ENST00000359904.8	ENST00000373824.9	3	5	7	0.6	ambiguous_quantification
SAMEA117622252	transcript1079.chr1.nic	ENST00000369124.5	3	5	5	0.6	ambiguous_quantification
SAMEA117622252	transcript1292.chr6.nnic	ENST00000644028.1	3	56	5	0.6	ambiguous_quantification
SAMEA117622252	transcript203.chr8.nnic	ENST00000319023.7	3	171	5	0.6	ambiguous_quantification
SAMEA117622252	ENST00000375094.4	ENST00000367367.8	25	101	42	0.595238095238095	ambiguous_quantification
SAMEA117622252	ENST00000330978.4	ENST00000293373.11	10	27	17	0.588235294117647	ambiguous_quantification
SAMEA117622252	ENST00000321348.9	ENST00000380861.10	14	4558	24	0.583333333333333	ambiguous_quantification
SAMEA117622252	ENST00000361778.7	ENST00000456397.7	14	24	39	0.583333333333333	ambiguous_quantification
SAMEA117622252	ENST00000219066.5	ENST00000578611.5	7	116	12	0.583333333333333	ambiguous_quantification
SAMEA117622252	transcript952.chr2.nnic	ENST00000356232.10	336	665	579	0.580310880829015	ambiguous_quantification
SAMEA117622252	ENST00000366932.4	ENST00000504348.5	82	679	142	0.577464788732394	ambiguous_quantification
SAMEA117622252	ENST00000407022.7	transcript234.chr14.nnic	15	26	37	0.576923076923077	ambiguous_quantification
SAMEA117622252	transcript682.chr5.nnic	transcript346.chr17.nic	8	245	14	0.571428571428571	ambiguous_quantification
SAMEA117622252	ENST00000376621.8	ENST00000393881.7	4	13	7	0.571428571428571	ambiguous_quantification
SAMEA117622252	ENST00000302165.5	ENST00000362074.8	4	7	580	0.571428571428571	ambiguous_quantification
SAMEA117622252	ENST00000262633.9	ENST00000420141.3	4	7	7	0.571428571428571	ambiguous_quantification
SAMEA117622252	ENST00000330843.9	ENST00000737251.1	15	197	27	0.555555555555556	ambiguous_quantification
SAMEA117622252	ENST00000383791.8	ENST00000367697.7	11	103	20	0.55	ambiguous_quantification
SAMEA117622252	ENST00000361778.7	ENST00000367697.7	11	24	20	0.55	ambiguous_quantification
SAMEA117622252	ENST00000367697.7	ENST00000456397.7	11	20	39	0.55	ambiguous_quantification
SAMEA117622252	ENST00000361745.10	ENST00000401507.7	11	296	20	0.55	ambiguous_quantification
SAMEA117622252	ENST00000392088.6	ENST00000393119.7	1687	3071	5093	0.549332464995116	ambiguous_quantification
SAMEA117622252	ENST00000301729.9	transcript952.chr2.nnic	359	29996	665	0.53984962406015	ambiguous_quantification
SAMEA117622252	transcript361.chr22.nnic	transcript1755.chr1.nic	7	155	13	0.538461538461538	ambiguous_quantification
SAMEA117622252	ENST00000381209.8	ENST00000262213.7	16	829	31	0.516129032258065	ambiguous_quantification
SAMEA117622252	ENST00000262213.7	ENST00000263697.6	16	31	83	0.516129032258065	ambiguous_quantification
SAMEA117622252	transcript952.chr2.nnic	ENST00000392088.6	337	665	3071	0.506766917293233	ambiguous_quantification
SAMEA117622252	ENST00000356476.3	ENST00000802692.1	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000507277.2	transcript737.chr14.nnic	1	64	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000257818.3	transcript243.chr2.nnic	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000372514.7	ENST00000394976.4	2	5	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000678242.1	ENST00000372904.7	1	7	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000697730.1	transcript60.chr10.nic	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000533244.6	transcript394.chr10.nnic	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	transcript37.chr6.nnic	ENST00000264080.12	1	2	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000307227.10	ENST00000312499.6	2	4	13	0.5	ambiguous_quantification
SAMEA117622252	ENST00000323760.11	ENST00000354473.4	1	21	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000491272.2	ENST00000336714.8	1	22	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000373162.5	ENST00000373840.9	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000426877.2	ENST00000656535.2	3	11	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000326631.7	ENST00000656535.2	3	13	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000374881.3	ENST00000656535.2	3	29	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000656535.2	ENST00000666526.3	3	6	13	0.5	ambiguous_quantification
SAMEA117622252	ENST00000431849.3	ENST00000370768.7	2	7	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000371014.5	ENST00000372185.5	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000409074.8	ENST00000371014.5	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000356509.7	ENST00000409074.8	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000392593.9	ENST00000265838.9	2	4	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000338369.6	ENST00000822326.1	3	39	6	0.5	ambiguous_quantification
SAMEA117622252	transcript1117.chr12.nic	transcript383.chr10.nnic	3	6	15	0.5	ambiguous_quantification
SAMEA117622252	ENST00000372257.7	ENST00000652287.1	1	14	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000233627.14	ENST00000696963.1	2	5	4	0.5	ambiguous_quantification
SAMEA117622252	transcript622.chr3.nnic	ENST00000696963.1	2	34	4	0.5	ambiguous_quantification
SAMEA117622252	transcript244.chr4.nic	ENST00000521389.6	2	4	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000258955.7	ENST00000447630.5	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000368174.5	ENST00000418539.2	1	8	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000369023.8	ENST00000418533.6	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000369023.8	ENST00000418539.2	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000418533.6	ENST00000418539.2	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript427.chr11.nnic	ENST00000332503.6	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript427.chr11.nnic	ENST00000357743.9	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000332503.6	ENST00000357743.9	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000378546.9	ENST00000478424.5	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000395633.5	ENST00000366777.4	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000287437.8	ENST00000367600.5	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000296273.7	ENST00000367600.5	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	transcript227.chr17.nic	transcript2526.chr6.nnic	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript2526.chr6.nnic	ENST00000367261.8	1	2	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000358901.11	ENST00000359634.10	5	10	35	0.5	ambiguous_quantification
SAMEA117622252	ENST00000259727.5	ENST00000642610.2	1	2	8	0.5	ambiguous_quantification
SAMEA117622252	ENST00000011653.9	transcript661.chr11.nnic	1	16	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000011653.9	transcript874.chr2.nnic	1	16	2	0.5	ambiguous_quantification
SAMEA117622252	transcript594.chr8.nnic	transcript661.chr11.nnic	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	transcript594.chr8.nnic	transcript874.chr2.nnic	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	transcript661.chr11.nnic	transcript874.chr2.nnic	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript191.chr7.nic	ENST00000740527.1	3	48	6	0.5	ambiguous_quantification
SAMEA117622252	transcript506.chr19.nic	transcript650.chr3.nnic	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	transcript506.chr19.nic	ENST00000764479.1	1	2	7	0.5	ambiguous_quantification
SAMEA117622252	transcript1850.chr1.nnic	transcript274.chr15.nnic	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000697816.1	ENST00000328834.10	1	20	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000249647.8	ENST00000328834.10	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000526683.6	ENST00000488338.2	2	37	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000373912.8	ENST00000545507.6	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000265857.8	ENST00000344138.9	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000287667.12	ENST00000288111.12	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000287667.12	ENST00000389629.9	1	2	11	0.5	ambiguous_quantification
SAMEA117622252	ENST00000287667.12	ENST00000389704.4	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000287667.12	ENST00000389709.8	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000288111.12	ENST00000389629.9	1	2	11	0.5	ambiguous_quantification
SAMEA117622252	ENST00000288111.12	ENST00000389704.4	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000288111.12	ENST00000389709.8	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000389629.9	ENST00000389709.8	1	11	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000389704.4	ENST00000389709.8	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000355151.9	transcript706.chr1.nnic	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000292494.11	transcript1098.chr2.nic	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	transcript331.chr1.nnic	ENST00000367064.9	1	12	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000367064.9	ENST00000392720.6	1	2	8	0.5	ambiguous_quantification
SAMEA117622252	ENST00000367064.9	ENST00000356940.11	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000249299.7	ENST00000234420.11	1	344	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000416858.7	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000417237.5	1	2	10	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000417253.7	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000417952.5	1	2	16	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000418105.5	1	2	24	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000418304.1	1	2	95	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416769.2	ENST00000614708.1	1	2	22	0.5	ambiguous_quantification
